Volume Elevation Curve,
Reservoir: Mangla Reservoir,
,
Volume,Elevation
[AF],[ft]
0,900
10,950
100000,1000
250000,1050
400000,1075
700000,1100
1000000,1117
1200000,1128
1920000,1150
3000000,1173
4000000,1192
5000000,1210
6000000,1225
7400000,1242
